date,keyword,level_last,mean_w,slope_w,z_last,lift_vs_mean_w,lift_vs_ref,momentum_1,momentum_7,coefvar_w,days_since_peak,peak,peak_gini,burstiness,trend_strength,seasonality_strength,lift_vs_cohort_med,corr_with_cohort_med,future_mean_7d,future_max_7d,future_sum_7d,growth_label_metric,target
2023-10-08,romance movie,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0
2023-10-15,romance movie,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0
2023-10-22,romance movie,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0
2023-10-29,romance movie,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0
2023-11-05,romance movie,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0
2023-11-12,romance movie,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0
2023-11-19,romance movie,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0
2023-11-26,romance movie,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0
2023-12-03,romance movie,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0
2023-12-10,romance movie,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0
2023-12-17,romance movie,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0
2023-12-24,romance movie,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0
2023-12-31,romance movie,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0
2024-01-07,romance movie,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0
2024-01-14,romance movie,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0
2024-01-21,romance movie,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0
2024-01-28,romance movie,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0
2024-02-04,romance movie,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0
